term,estimate,std_error,p_value,ci_lb,ci_ub,sig,response,super_biome,clean_term,sdt_error,sig_pn
n_depo_syndromemean_high_trend_decrease,0.0223724449066162,1.68335142202074,0.183845445877141,-0.0106212429649903,0.0553661327782228,non-significant,mean_evi,not_cold_tall,n_depo_syndromemean_high_trend_decrease,0.0168335142202074,Non-Significant
n_depo_syndromemean_high_trend_increase,0.00152391900230512,1.76762808117681,0.931298017563298,-0.0331215913887604,0.0361694293933707,non-significant,mean_evi,not_cold_tall,n_depo_syndromemean_high_trend_increase,0.0176762808117681,Non-Significant
n_depo_syndromemean_high_trend_stable,0.0167927634384672,1.70849676641259,0.325666983709239,-0.0166937731832196,0.0502793000601539,non-significant,mean_evi,not_cold_tall,n_depo_syndromemean_high_trend_stable,0.0170849676641259,Non-Significant
n_depo_syndromemean_low_trend_increase,0.0524319581492773,1.86276685543571,0.00488529039773353,0.0159217277827373,0.0889421885158172,significant,mean_evi,not_cold_tall,n_depo_syndromemean_low_trend_increase,0.0186276685543571,Sig. Positive
n_depo_syndromemean_low_trend_stable,0.0638382632787834,1.69828626937023,0.000170967572099271,0.0305518523991269,0.0971246741584399,significant,mean_evi,not_cold_tall,n_depo_syndromemean_low_trend_stable,0.0169828626937023,Sig. Positive
n_depo_syndromemean_medium_trend_decrease,0.0372564969231257,1.66322672189085,0.0250982115325486,0.00465725317406501,0.0698557406721864,significant,mean_evi,not_cold_tall,n_depo_syndromemean_medium_trend_decrease,0.0166322672189085,Sig. Positive
n_depo_syndromemean_medium_trend_increase,0.0231750439666561,1.71099482800661,0.175595400019712,-0.0103604546622735,0.0567105425955857,non-significant,mean_evi,not_cold_tall,n_depo_syndromemean_medium_trend_increase,0.0171099482800661,Non-Significant
n_depo_syndromemean_medium_trend_stable,0.037255862803,1.66281868595424,0.0250650178848543,0.0046646165582969,0.0698471090477032,significant,mean_evi,not_cold_tall,n_depo_syndromemean_medium_trend_stable,0.0166281868595424,Sig. Positive
n_depo_syndromemean_high_trend_increase,0.0613194050625983,2.38563812520499,0.0101667628583339,0.0145608978085805,0.108077912316616,significant,mean_evi,cold_short,n_depo_syndromemean_high_trend_increase,0.0238563812520499,Sig. Positive
n_depo_syndromemean_low_trend_increase,0.0569209107970081,2.35382898632422,0.0156055008874664,0.0107858626650535,0.103055958928963,significant,mean_evi,cold_short,n_depo_syndromemean_low_trend_increase,0.0235382898632422,Sig. Positive
n_depo_syndromemean_low_trend_stable,0.0512521677888048,2.35610663613162,0.0296203453671595,0.00507247772062502,0.0974318578569846,significant,mean_evi,cold_short,n_depo_syndromemean_low_trend_stable,0.0235610663613162,Sig. Positive
n_depo_syndromemean_medium_trend_increase,0.0585830168147461,2.353600513817,0.0128156831179222,0.012452446743933,0.104713586885559,significant,mean_evi,cold_short,n_depo_syndromemean_medium_trend_increase,0.02353600513817,Sig. Positive
n_depo_syndromemean_medium_trend_stable,0.0488685502179465,2.35092475600144,0.037658490151287,0.00279042500031818,0.0949466754355747,significant,mean_evi,cold_short,n_depo_syndromemean_medium_trend_stable,0.0235092475600144,Sig. Positive
